date,game_id,temp_high,temp_low,precipitation,wind_speed,windy,weather_description
2024-01-21,401585221,39.0,17.7,0.0,9.4,0,Partly cloudy
2024-01-30,401585285,51.0,31.2,0.012,6.2,0,Drizzle
2025-03-25,401705611,75.9,47.8,0.008,18.5,0,Drizzle
2025-04-04,401705684,84.7,67.8,0.004,11.1,0,Drizzle
2024-10-30,401704683,76.6,56.5,0.0,7.8,0,Partly cloudy
2024-11-29,401703409,50.3,33.6,0.0,10.9,0,Partly cloudy
2024-11-30,401704866,45.8,29.9,0.0,9.4,0,Partly cloudy
2025-03-08,401705470,69.3,48.7,0.0,15.7,0,Partly cloudy
2024-11-09,401704750,66.3,52.2,0.004,11.1,0,Drizzle
2025-03-18,401705559,68.8,39.8,0.0,6.1,0,Clear sky
2025-01-26,401705203,51.7,28.9,0.0,7.6,0,Partly cloudy
2024-11-01,401704698,72.7,60.1,0.0,9.1,0,Partly cloudy
2025-03-31,401705655,75.7,62.0,0.232,13.5,0,Rain
2024-11-26,401704843,66.9,48.4,0.016,11.9,0,Drizzle
2025-03-08,401705478,69.3,48.7,0.0,15.7,0,Partly cloudy
2025-02-04,401705266,71.3,51.5,0.0,12.4,0,Partly cloudy
2024-12-31,401705008,63.1,43.6,0.0,17.3,0,Partly cloudy
2024-12-07,401704906,46.3,18.4,0.0,8.5,0,Clear sky
2024-11-07,401704735,77.4,63.3,0.291,6.1,0,Rain
2024-12-04,401703419,46.7,23.1,0.0,15.0,0,Partly cloudy
2025-02-08,401705300,65.6,48.8,0.02,11.2,0,Drizzle
2025-02-01,401705245,59.4,45.0,0.063,12.2,0,Rain
2025-04-06,401705699,80.2,65.8,0.201,13.6,0,Rain
2025-03-01,401705426,69.7,46.9,0.0,14.8,0,Partly cloudy
2025-01-25,401705196,46.3,23.7,0.0,6.7,0,Partly cloudy
2025-04-08,401705712,58.6,47.1,0.134,13.2,0,Rain
2025-03-06,401705458,50.5,36.4,0.0,17.3,0,Partly cloudy
2025-01-20,401705165,32.4,23.5,0.0,10.4,0,Clear sky
2024-12-17,401736815,63.7,48.7,0.0,10.0,0,Partly cloudy
2025-01-08,401705068,36.6,22.1,0.0,10.8,0,Partly cloudy
2024-12-24,401704957,49.4,27.0,0.0,5.8,0,Partly cloudy
2025-01-28,401705214,56.5,31.1,0.0,10.7,0,Partly cloudy
2024-10-26,401704654,80.2,53.3,0.0,14.5,0,Partly cloudy
2025-03-20,401705576,71.3,46.8,0.004,19.8,0,Drizzle
2024-11-16,401704795,61.5,43.8,0.0,7.4,0,Clear sky
2024-11-22,401704826,46.5,35.1,0.0,13.6,0,Partly cloudy
2024-11-02,401704707,72.5,58.6,0.004,9.1,0,Drizzle
2025-02-02,401705254,57.1,42.0,0.0,9.7,0,Partly cloudy
2024-11-28,401704852,64.9,45.1,0.106,15.9,0,Rain
2025-01-30,401705229,58.8,38.4,0.0,8.0,0,Partly cloudy
2024-12-28,401704994,56.8,42.9,0.142,5.7,0,Drizzle
2025-03-04,401705441,65.2,36.2,0.0,13.5,0,Partly cloudy
2025-02-06,401705283,68.7,41.8,0.012,11.9,0,Drizzle
2026-02-10,401810616,68.1,32.6,0.0,13.4,0,Partly cloudy
2025-11-16,401810084,76.7,56.2,0.0,17.1,0,Partly cloudy
2026-01-09,401810383,65.4,55.0,0.075,10.1,0,Drizzle
2025-12-07,401810214,44.9,31.7,0.0,3.0,0,Partly cloudy
2025-10-22,401809933,72.6,53.0,0.0,13.2,0,Clear sky
2026-01-08,401810371,66.1,43.5,0.0,7.5,0,Partly cloudy
2025-10-30,401809993,60.1,47.9,0.248,14.0,0,Rain
2025-11-29,401810149,44.6,25.2,0.0,7.6,0,Partly cloudy
2026-03-04,401810738,74.2,47.4,0.0,8.5,0,Partly cloudy
2026-02-02,401810567,34.0,8.9,0.0,7.8,0,Partly cloudy
2025-12-24,401810264,72.3,48.6,0.0,7.2,0,Partly cloudy
2025-11-27,401809803,51.6,38.1,0.0,12.5,0,Partly cloudy
2025-11-01,401809998,61.0,38.9,0.0,4.4,0,Clear sky
2025-11-22,401810123,79.3,61.2,0.028,14.3,0,Drizzle
2025-12-13,401836750,54.8,26.9,0.0,8.4,0,Partly cloudy
2025-12-30,401810302,42.5,27.1,0.0,9.4,0,Partly cloudy
2025-12-19,401810226,60.4,44.4,0.189,18.8,0,Rain
2026-02-20,401810647,78.2,61.9,0.15,16.2,0,Rain
2025-11-29,401809813,44.6,25.2,0.0,7.6,0,Partly cloudy
2026-01-24,401810500,39.7,23.6,0.0,12.4,0,Partly cloudy
2025-11-13,401810068,68.2,45.2,0.0,10.1,0,Partly cloudy
2025-11-11,401810053,45.6,28.0,0.0,13.1,0,Partly cloudy
2026-02-21,401810657,64.9,51.8,0.087,7.7,0,Rain
2025-12-31,401810317,49.3,27.4,0.0,10.7,0,Partly cloudy
2026-02-28,401810718,61.2,46.6,0.0,6.1,0,Partly cloudy
2026-02-12,401810630,57.2,36.8,0.0,8.9,0,Partly cloudy
2026-01-22,401810475,52.1,38.8,0.008,10.0,0,Drizzle
2026-03-07,401810764,78.0,62.2,0.008,13.7,0,Drizzle
2026-01-31,401810552,27.1,17.9,0.469,16.0,0,Snow
2026-01-26,401810512,38.4,19.4,0.0,12.9,0,Partly cloudy
2025-11-02,401810005,60.3,40.7,0.0,7.0,0,Partly cloudy
