date,game_id,temp_high,temp_low,precipitation,wind_speed,windy,weather_description
2017-10-27,400974821,69.6,44.8,0.0,9.6,0,Clear sky
2017-10-29,400974839,61.6,40.7,0.177,15.1,0,Drizzle
2018-01-21,400975422,64.0,33.7,0.0,7.2,0,Partly cloudy
2017-12-10,400975128,42.8,24.9,0.0,11.7,0,Clear sky
2018-03-28,400975862,69.0,43.0,0.004,16.8,0,Drizzle
2018-02-11,400975579,66.7,61.4,0.189,19.5,0,Drizzle
2018-02-25,400975638,67.9,61.0,0.106,13.8,0,Rain
2017-11-16,400974958,63.3,39.5,0.0,7.7,0,Partly cloudy
2018-01-25,400975447,49.7,29.2,0.0,6.5,0,Clear sky
2018-03-07,400975703,50.5,37.0,0.004,15.4,0,Drizzle
2018-01-23,400975433,60.7,46.1,0.205,20.9,1,Rain
2017-12-09,400975118,36.4,32.2,0.165,9.8,0,Snow
2018-02-28,400975653,53.7,45.0,0.157,8.1,0,Drizzle
2018-02-23,400975613,74.7,60.3,0.008,8.6,0,Drizzle
2017-12-07,400975109,49.9,42.0,0.0,5.1,0,Partly cloudy
2019-01-03,401071230,55.8,49.1,0.272,4.9,0,Drizzle
2019-04-05,401071853,62.5,52.2,1.004,11.6,0,Rain
2019-01-19,401071355,56.9,41.6,0.276,15.3,0,Rain
2019-04-11,401071895,76.0,51.4,0.0,11.6,0,Partly cloudy
2018-11-01,401070792,71.9,57.0,0.157,17.8,0,Rain
2019-03-26,401071780,55.7,44.4,0.004,13.0,0,Drizzle
2018-11-29,401070987,50.3,23.3,0.0,7.3,0,Partly cloudy
2019-02-24,401071557,67.0,42.0,0.055,20.7,1,Drizzle
2019-03-07,401071638,48.1,26.2,0.0,6.7,0,Partly cloudy
2018-12-08,401071049,41.9,34.4,0.303,10.7,0,Snow
2018-11-27,401070975,44.4,30.6,0.0,14.1,0,Partly cloudy
2019-02-28,401071584,60.9,46.8,0.13,7.0,0,Drizzle
2018-12-01,401071001,55.0,47.9,0.697,10.6,0,Rain
2019-01-29,401071417,52.7,30.3,0.185,15.8,0,Rain
2019-03-03,401071617,58.2,46.0,0.772,8.7,0,Rain
2019-03-09,401071650,51.2,40.4,0.122,7.4,0,Drizzle
2019-01-18,401071342,53.6,38.1,0.0,7.3,0,Partly cloudy
2018-12-29,401071193,59.4,47.9,0.0,8.2,0,Partly cloudy
2019-02-26,401071570,60.9,32.7,0.0,8.8,0,Partly cloudy
2019-02-23,401071546,44.8,41.1,0.311,9.1,0,Rain
2019-02-02,401071443,57.4,32.5,0.0,7.3,0,Clear sky
2018-11-07,401070830,69.9,49.3,0.087,7.6,0,Rain
2018-10-26,401070748,48.6,44.3,1.134,13.3,0,Rain
2019-03-21,401071747,57.1,41.5,0.157,11.0,0,Drizzle
2018-12-22,401071150,50.0,36.8,0.012,12.2,0,Drizzle
2018-12-16,401071111,57.1,39.7,0.0,10.8,0,Partly cloudy
2019-02-06,401071469,68.2,50.4,0.012,14.3,0,Drizzle
2018-11-18,401070906,57.8,36.1,0.0,6.4,0,Partly cloudy
2018-10-30,401070777,62.7,40.0,0.0,7.0,0,Clear sky
2019-03-19,401071732,52.1,32.5,0.0,9.4,0,Partly cloudy
2018-12-02,401071019,69.0,56.7,0.398,17.8,0,Rain
2019-02-03,401071449,60.8,40.1,0.0,6.9,0,Partly cloudy
2019-03-23,401071760,59.7,32.4,0.0,8.3,0,Clear sky
2018-11-20,401070920,58.5,43.6,0.0,10.8,0,Partly cloudy
2018-10-17,401070693,72.9,58.3,0.012,8.6,0,Drizzle
2018-11-22,401070933,53.2,37.0,0.0,8.4,0,Clear sky
2018-12-31,401071219,64.6,51.6,0.189,15.2,0,Rain
2018-12-15,401071102,56.1,44.3,0.382,9.8,0,Rain
2018-12-13,401071086,52.2,31.4,0.0,6.3,0,Partly cloudy
2018-12-20,401071136,62.3,41.4,2.13,16.3,0,Rain
2018-11-03,401070807,57.9,43.5,0.0,13.2,0,Partly cloudy
2020-01-07,401161181,53.2,37.5,0.122,16.4,0,Drizzle
2019-12-08,401160978,51.3,31.5,0.0,8.2,0,Partly cloudy
2020-01-24,401161311,55.5,39.2,0.646,15.5,0,Rain
2020-01-29,401161341,50.2,32.5,0.0,7.3,0,Partly cloudy
2020-03-06,401161568,54.0,38.5,0.004,19.6,0,Drizzle
2020-01-09,401161197,52.8,34.2,0.0,8.1,0,Partly cloudy
2020-03-04,401161551,57.2,44.2,0.0,10.1,0,Partly cloudy
2019-12-07,401160962,56.8,40.9,0.0,9.9,0,Partly cloudy
2019-12-18,401161043,46.6,31.6,0.0,14.3,0,Partly cloudy
2020-01-20,401161284,36.5,24.6,0.0,12.7,0,Clear sky
2020-02-27,401161506,47.8,34.9,0.0,15.4,0,Partly cloudy
2020-02-09,401161420,50.6,29.1,0.0,5.8,0,Partly cloudy
2019-11-24,401160868,54.8,41.3,0.008,12.3,0,Drizzle
2019-11-06,401160739,63.7,48.7,0.0,10.0,0,Partly cloudy
2020-02-23,401161478,55.6,30.0,0.0,8.6,0,Partly cloudy
2019-11-10,401160770,60.4,34.2,0.0,7.3,0,Clear sky
2019-12-28,401161109,64.7,43.5,0.0,4.6,0,Partly cloudy
2019-11-28,401160896,57.5,41.2,0.0,11.1,0,Partly cloudy
2019-11-14,401160796,40.8,24.4,0.0,5.9,0,Partly cloudy
2019-12-31,401161139,53.5,39.0,0.0,11.7,0,Clear sky
2020-03-01,401161537,54.5,24.3,0.0,8.3,0,Partly cloudy
2019-12-03,401160935,49.6,33.2,0.0,11.6,0,Partly cloudy
2019-12-05,401160948,57.3,37.3,0.0,9.9,0,Partly cloudy
2019-12-21,401161072,47.8,33.7,0.0,5.7,0,Partly cloudy
2019-11-16,401160809,48.3,41.9,0.047,18.2,0,Drizzle
2019-12-11,401160994,47.9,32.9,0.11,10.2,0,Drizzle
2019-10-25,401160660,70.8,52.2,0.02,8.0,0,Drizzle
2020-03-07,401161582,51.8,35.3,0.0,15.4,0,Partly cloudy
2019-10-23,401160625,64.6,49.3,0.0,6.9,0,Clear sky
2019-11-08,401160754,56.8,36.6,0.307,14.0,0,Rain
2020-02-04,401161383,65.8,52.4,0.012,12.7,0,Drizzle
2021-01-23,401267389,46.3,32.5,0.0,10.6,0,Clear sky
2021-02-21,401267619,45.6,24.1,0.0,9.5,0,Partly cloudy
2021-01-14,401267324,48.6,33.4,0.004,6.5,0,Drizzle
2021-01-02,401267229,63.2,43.2,0.126,10.3,0,Rain
2021-05-01,401307760,77.0,52.1,0.0,10.6,0,Partly cloudy
2021-01-30,401267448,43.0,24.9,0.02,6.5,0,Snow
2021-05-03,401307772,82.3,66.1,0.232,16.9,0,Rain
2021-02-06,401267502,49.6,29.7,0.102,6.5,0,Snow
2021-01-28,401267431,46.8,28.9,0.563,20.9,1,Rain
2021-04-27,401307731,81.5,52.7,0.0,12.0,0,Partly cloudy
2021-02-15,401267574,43.7,35.0,1.028,9.9,0,Rain
2021-02-07,401282286,49.8,34.0,0.606,11.1,0,Snow
2021-04-24,401307699,61.2,49.3,1.035,12.0,0,Rain
2021-01-31,401267459,40.4,35.1,0.689,9.3,0,Rain
2021-05-13,401307857,68.9,43.6,0.0,9.6,0,Partly cloudy
2021-02-04,401267487,47.8,23.2,0.0,7.9,0,Partly cloudy
2021-04-14,401307624,85.8,52.2,0.008,15.6,0,Drizzle
2021-05-08,401307811,73.0,48.7,0.0,16.2,0,Partly cloudy
2021-05-11,401307841,71.4,55.9,0.063,12.9,0,Drizzle
2021-03-12,401307311,74.7,51.2,0.0,9.3,0,Partly cloudy
2021-05-06,401307802,72.9,53.6,0.0,11.0,0,Partly cloudy
2021-02-09,401267527,62.9,40.6,0.0,10.0,0,Partly cloudy
2021-01-10,401267294,46.8,24.8,0.0,7.6,0,Partly cloudy
2021-03-14,401307371,70.8,52.7,0.012,7.8,0,Drizzle
2021-04-25,401307712,70.8,52.0,0.024,13.8,0,Drizzle
2021-02-13,401267555,37.2,32.7,0.98,10.3,0,Rain
2021-04-11,401307599,76.2,58.4,0.0,19.2,0,Partly cloudy
2021-05-09,401307828,83.7,52.3,0.008,19.0,0,Drizzle
2021-03-27,401307475,72.9,55.3,0.248,7.9,0,Rain
2020-12-28,401267192,54.9,34.6,0.0,9.9,0,Partly cloudy
2021-03-28,401307492,72.0,56.2,0.248,19.6,0,Rain
2021-04-18,401307660,72.1,50.9,0.0,8.5,0,Partly cloudy
2021-03-15,401307386,58.9,50.0,0.008,12.2,0,Drizzle
2020-12-27,401267182,49.7,24.5,0.0,6.7,0,Partly cloudy
2021-01-12,401267309,52.8,37.6,0.055,6.7,0,Drizzle
2021-04-14,401307620,85.8,52.2,0.008,15.6,0,Drizzle
2022-01-24,401360522,51.3,28.1,0.0,8.2,0,Partly cloudy
2021-12-28,401360320,70.7,55.0,0.0,14.4,0,Partly cloudy
2021-10-20,401359833,77.6,51.3,0.0,6.8,0,Partly cloudy
2022-02-05,401360606,48.4,31.8,0.0,13.5,0,Partly cloudy
2022-04-07,401361015,72.1,57.2,0.083,15.3,0,Drizzle
2022-02-28,401360734,58.3,33.2,0.0,9.1,0,Clear sky
2021-12-09,401360190,49.5,33.0,0.0,7.4,0,Partly cloudy
2022-02-26,401360715,53.6,40.5,0.024,11.2,0,Drizzle
2022-03-23,401360903,69.8,57.0,0.512,18.9,0,Rain
2021-11-15,401360018,57.8,40.9,0.0,9.2,0,Partly cloudy
2021-12-11,401360206,73.3,50.5,0.535,22.7,1,Rain
2022-01-06,401360386,56.5,36.2,0.024,14.4,0,Drizzle
2022-03-09,401360794,60.6,49.4,0.89,12.1,0,Rain
2022-01-30,401360571,48.8,21.8,0.0,13.2,0,Partly cloudy
2022-03-10,401360800,50.8,42.9,0.024,10.5,0,Drizzle
2022-01-22,401360503,35.7,19.5,0.043,9.1,0,Snow
2021-12-07,401360177,59.3,38.0,0.0,13.1,0,Partly cloudy
2022-03-19,401360878,73.6,55.4,0.13,21.5,1,Rain
2022-02-06,401360616,43.0,24.1,0.0,8.1,0,Partly cloudy
2021-10-25,401359865,79.1,61.7,0.059,14.3,0,Drizzle
2022-01-03,401360368,56.5,33.6,1.717,27.9,1,Snow
2022-03-16,401360852,62.9,48.9,1.961,12.5,0,Rain
2022-02-10,401360645,62.8,35.3,0.0,15.6,0,Partly cloudy
2022-01-15,401360451,41.8,32.1,0.0,9.8,0,Partly cloudy
2021-11-18,401360037,73.0,51.5,0.004,15.5,0,Drizzle
2022-01-11,401360426,41.8,26.6,0.0,11.9,0,Clear sky
2022-03-21,401360890,66.9,38.8,0.0,7.9,0,Partly cloudy
2021-11-13,401359998,61.4,44.2,0.0,10.0,0,Clear sky
2022-03-28,401360941,61.2,33.2,0.0,15.0,0,Partly cloudy
2022-02-13,401360665,49.0,33.3,0.016,11.2,0,Drizzle
2021-11-20,401360054,53.2,32.1,0.0,7.4,0,Partly cloudy
2022-02-18,401360704,67.6,41.8,0.224,23.5,1,Rain
2022-03-06,401360774,78.8,58.2,0.0,17.6,0,Partly cloudy
2021-10-31,401359914,69.3,49.0,0.0,11.0,0,Partly cloudy
2022-02-08,401360629,51.7,30.8,0.0,7.2,0,Partly cloudy
2021-11-01,401359918,67.8,44.9,0.0,7.4,0,Clear sky
2022-01-29,401360554,35.1,22.4,0.102,16.0,0,Snow
2022-01-09,401360411,56.2,31.5,0.303,10.3,0,Rain
2021-11-27,401360105,54.9,32.4,0.0,8.7,0,Partly cloudy
2022-04-10,401361036,65.6,34.0,0.0,8.6,0,Partly cloudy
2022-03-25,401360919,65.8,42.7,0.0,18.4,0,Partly cloudy
2023-01-03,401468706,68.7,53.2,0.323,15.2,0,Rain
2022-11-24,401468415,60.3,39.7,0.0,7.9,0,Partly cloudy
2022-10-29,401468237,64.6,51.9,0.008,9.6,0,Drizzle
2022-11-10,401468314,61.9,49.5,0.311,14.4,0,Rain
2022-11-05,401468288,75.7,61.9,0.587,13.5,0,Rain
2022-10-31,401468251,69.4,54.0,0.165,9.6,0,Drizzle
2023-02-28,401469074,73.7,54.8,0.0,17.9,0,Partly cloudy
2023-03-14,401469182,48.2,28.8,0.0,14.4,0,Partly cloudy
2022-12-10,401468532,51.9,45.3,0.031,6.1,0,Drizzle
2022-11-17,401468366,46.4,30.9,0.0,7.8,0,Partly cloudy
2023-01-27,401468887,46.2,27.2,0.0,7.5,0,Clear sky
2023-03-31,401469303,72.6,47.9,0.043,15.3,0,Drizzle
2023-01-05,401468719,63.0,42.1,0.0,14.1,0,Partly cloudy
2023-02-26,401469059,60.3,45.2,0.004,5.5,0,Drizzle
2023-01-01,401468694,59.4,47.7,0.008,7.9,0,Drizzle
2023-02-12,401469002,42.9,37.0,1.728,19.7,0,Rain
2023-03-17,401469202,66.8,49.6,0.48,20.6,1,Rain
2023-03-12,401469170,47.5,35.3,0.39,9.1,0,Snow
2023-03-26,401469268,69.3,55.9,0.354,12.4,0,Rain
2023-01-15,401468797,51.3,25.2,0.0,8.6,0,Partly cloudy
2022-12-06,401468507,53.8,42.3,0.177,4.6,0,Drizzle
2023-01-29,401468907,55.8,36.2,0.087,6.9,0,Rain
2022-11-08,401468299,67.3,53.2,0.0,12.2,0,Partly cloudy
2022-12-17,401468583,51.2,35.3,0.0,15.7,0,Partly cloudy
2022-12-15,401468569,49.1,38.7,0.953,15.5,0,Rain
2023-02-14,401469012,63.4,36.3,0.0,9.0,0,Partly cloudy
2023-03-04,401469101,65.8,51.3,0.0,14.8,0,Partly cloudy
2023-02-05,401468957,55.1,28.9,0.0,8.1,0,Partly cloudy
2022-12-03,401468481,61.3,49.7,0.106,12.5,0,Drizzle
2023-03-12,401469160,47.5,35.3,0.39,9.1,0,Snow
2023-04-07,401469357,67.8,44.9,0.61,18.2,0,Rain
2023-03-02,401469088,64.8,59.5,0.618,13.6,0,Rain
2022-12-30,401468678,55.4,36.7,0.047,7.6,0,Drizzle
2023-04-04,401469331,80.3,52.7,0.028,7.8,0,Drizzle
2022-11-25,401468427,64.7,47.7,0.374,8.4,0,Rain
2022-12-03,401468494,61.3,49.7,0.106,12.5,0,Drizzle
2022-10-21,401468172,64.5,37.1,0.0,6.6,0,Partly cloudy
2023-02-16,401469028,71.2,49.5,0.012,17.7,0,Drizzle
2023-03-20,401469226,50.5,25.7,0.0,10.5,0,Partly cloudy
2023-04-02,401469318,64.9,42.3,0.0,15.5,0,Partly cloudy
2023-01-16,401468811,53.9,28.0,0.0,7.0,0,Partly cloudy
2023-12-09,401616470,66.8,45.8,0.016,8.2,0,Drizzle
2023-11-21,401584845,62.7,48.2,1.512,12.2,0,Rain
2023-11-18,401584830,72.2,52.7,0.0,10.2,0,Partly cloudy
2023-11-15,401584105,59.4,46.2,0.0,6.2,0,Partly cloudy
2024-02-08,401585354,53.0,32.0,0.0,6.8,0,Partly cloudy
2024-01-28,401585275,62.0,45.0,0.039,18.0,0,Drizzle
2024-04-03,401585730,73.5,50.5,0.488,21.3,1,Rain
2023-10-27,401584705,76.7,55.9,0.0,5.8,0,Partly cloudy
2024-03-01,401585477,45.6,35.8,0.776,10.3,0,Rain
2023-11-23,401584853,56.0,36.5,0.0,7.2,0,Partly cloudy
2024-02-06,401585341,49.7,33.6,0.0,12.4,0,Clear sky
2024-03-29,401585690,68.6,38.7,0.0,16.8,0,Partly cloudy
2023-12-24,401585018,62.0,38.3,0.0,6.1,0,Partly cloudy
2024-01-11,401585146,54.3,31.7,0.0,7.9,0,Partly cloudy
2024-01-27,401585263,64.9,51.0,0.425,9.9,0,Rain
2023-11-09,401584785,81.3,58.1,0.008,9.9,0,Drizzle
2023-11-18,401584115,72.2,52.7,0.0,10.2,0,Partly cloudy
2024-01-09,401585134,62.8,37.5,1.555,26.6,1,Rain
2023-12-16,401584954,56.1,30.9,0.0,8.2,0,Partly cloudy
2024-01-20,401585212,30.3,20.0,0.0,13.5,0,Clear sky
2024-03-10,401585546,55.5,41.6,0.0,16.8,0,Clear sky
2023-10-25,401584691,72.3,45.3,0.0,6.7,0,Partly cloudy
2024-03-15,401585589,68.3,55.3,0.398,13.6,0,Rain
2024-04-07,401585763,64.0,37.2,0.0,8.4,0,Partly cloudy
2024-02-11,401585379,64.5,54.7,0.189,12.8,0,Drizzle
2023-10-30,401584729,81.4,60.7,0.0,12.6,0,Partly cloudy
2023-12-12,401584920,49.0,25.5,0.0,6.0,0,Partly cloudy
2024-04-09,401585772,61.8,55.4,0.201,9.5,0,Drizzle
2024-03-27,401585676,58.5,50.4,2.008,10.6,0,Rain
2023-12-17,401584963,49.5,43.6,1.874,17.9,0,Rain
2024-02-15,401585405,62.2,35.8,0.0,14.4,0,Partly cloudy
2024-03-06,401585513,59.8,54.0,0.701,11.1,0,Rain
2024-02-13,401585389,56.0,42.9,0.087,16.5,0,Rain
2024-04-01,401585715,79.2,59.5,0.0,11.4,0,Partly cloudy
2023-12-02,401584909,67.3,52.2,0.028,9.3,0,Drizzle
2024-02-04,401585335,51.4,29.8,0.0,10.1,0,Partly cloudy
2024-02-01,401585302,53.5,28.8,0.0,6.2,0,Partly cloudy
2024-03-31,401585707,78.5,49.7,0.0,10.3,0,Partly cloudy
2024-04-05,401585743,63.0,37.1,0.0,14.9,0,Partly cloudy
